date,price
2024-05-03,0.5183776413164685
2024-05-04,0.5315301341407143
2024-05-05,0.5300105607936496
2024-05-06,0.5294979420549052
2024-05-07,0.5404023687654772
2024-05-08,0.5246883754721942
2024-05-09,0.5178240893599528
2024-05-10,0.5211118430130988
2024-05-11,0.5022257971759626
2024-05-12,0.5054656906230262
2024-05-13,0.49963901538682326
2024-05-14,0.5045344061884249
2024-05-15,0.49970267189552436
2024-05-16,0.5185941502760736
2024-05-17,0.5157962414707458
2024-05-18,0.5242031832330836
2024-05-19,0.5208113211838373
2024-05-20,0.509693996151629
2024-05-21,0.5372648118448927
2024-05-22,0.5370022098070341
2024-05-23,0.52654382108452
2024-05-24,0.5290688230890979
2024-05-25,0.5350915041339305
2024-05-26,0.5414632770632677
2024-05-27,0.5282323955100391
2024-05-28,0.5339956569298308
2024-05-29,0.5280899270598433
2024-05-30,0.5230226029339523
2024-05-31,0.5189280097690969
2024-06-01,0.5180167945986709
2024-06-02,0.5180393786089577
2024-06-03,0.5131175398510724
2024-06-04,0.5200612532272225
2024-06-05,0.5258777584003161
2024-06-06,0.5262661212762775
2024-06-07,0.5216726475276374
2024-06-08,0.4988605379449048
2024-06-09,0.49317326464941763
2024-06-10,0.4985482969313284
2024-06-11,0.4967328310559781
2024-06-12,0.4802545558189862
2024-06-13,0.4914241628785715
2024-06-14,0.4765170780323178
2024-06-15,0.4741099103256599
2024-06-16,0.4906270007378955
2024-06-17,0.4885851148218891
2024-06-18,0.5044345044736291
2024-06-19,0.49069018810554654
2024-06-20,0.49299634801731906
2024-06-21,0.4885909579945817
2024-06-22,0.48864418499319384
2024-06-23,0.48627259206597917
2024-06-24,0.47895949302593144
2024-06-25,0.4743096434475131
2024-06-26,0.47552676206522965
2024-06-27,0.46941827415664006
2024-06-28,0.47456899754763543
2024-06-29,0.470758119075824
2024-06-30,0.4716715444764822
2024-07-01,0.47544675090176786
2024-07-02,0.47641789703173076
2024-07-03,0.4844080973302866
2024-07-04,0.46683128830149545
2024-07-05,0.4337163650486699
2024-07-06,0.42539142101390903
2024-07-07,0.44887065803633486
2024-07-08,0.4191789178572198
2024-07-09,0.4314648922749528
2024-07-10,0.4357682635821839
2024-07-11,0.43888320261057695
2024-07-12,0.4493147618408148
2024-07-13,0.47500366588264975
2024-07-14,0.526839519388817
2024-07-15,0.5234292029632325
2024-07-16,0.5376616453581448
2024-07-17,0.5787634815013228
2024-07-18,0.6273851564998204
2024-07-19,0.5692287514689783
2024-07-20,0.5741558232605724
2024-07-21,0.595029933937848
2024-07-22,0.5980160389473247
2024-07-23,0.6074321975785351
2024-07-24,0.5981912825646556
2024-07-25,0.6185453553161305
2024-07-26,0.5997679317152131
2024-07-27,0.6038043973469951
2024-07-28,0.5977718576875165
2024-07-29,0.6021780816719867
2024-07-30,0.6013541874571906
2024-07-31,0.627331702923322
2024-08-01,0.6241359484378766
2024-08-02,0.5964948653083605
2024-08-03,0.5608211562625613
2024-08-04,0.5561223750845103
2024-08-05,0.523000237013472
2024-08-06,0.4902573980386893
2024-08-07,0.5045865751146787
2024-08-08,0.6047117740731156
2024-08-09,0.6180253163116132
2024-08-10,0.58183869938522
2024-08-11,0.5859665998030177
2024-08-12,0.5528843062140291
2024-08-13,0.5686121537491582
2024-08-14,0.5764397935244148
2024-08-15,0.568488461134045
2024-08-16,0.5611367072808928
2024-08-17,0.5639502515238202
2024-08-18,0.566181906156675
2024-08-19,0.5641402621351506
2024-08-20,0.5991141923286195
2024-08-21,0.594394755189024
2024-08-22,0.6003970672361606
2024-08-23,0.5976871187626694
2024-08-24,0.6102506382532653
2024-08-25,0.6139391687850385
2024-08-26,0.5995127578984722
2024-08-27,0.5872790171235059
2024-08-28,0.5670252246535126
2024-08-29,0.5696993284601568
2024-08-30,0.561506372583823
2024-08-31,0.5673490796111339
2024-09-01,0.5658008208842239
2024-09-02,0.5482578347068274
2024-09-03,0.5671557310315145
2024-09-04,0.5574298894520976
2024-09-05,0.5579234385989325
2024-09-06,0.5441098914201123
2024-09-07,0.5213130558804894
2024-09-08,0.5247980291815724
2024-09-09,0.5285291709201617
2024-09-10,0.5396089614101646
2024-09-11,0.5409989520278039
2024-09-12,0.5355035586141155
2024-09-13,0.5625110835184267
2024-09-14,0.5731586762437418
2024-09-15,0.5963129007980363
2024-09-16,0.5710582563848365
2024-09-17,0.5855052549961755
2024-09-18,0.5849889783458981
2024-09-19,0.5854354281725553
2024-09-20,0.5874083871859748
2024-09-21,0.5849389522523643
2024-09-22,0.5979982229214985
2024-09-23,0.5879476818374326
2024-09-24,0.585063893554206
2024-09-25,0.5914408518035444
2024-09-26,0.5838949675172452
2024-09-27,0.590001948405351
2024-09-28,0.5891149844820397
2024-09-29,0.6150093639492326
2024-09-30,0.6425919277698904
2024-10-01,0.6119339379239672
2024-10-02,0.5974675047314544
2024-10-03,0.5388310673967639
2024-10-04,0.5216590897682057
2024-10-05,0.5347464951856385
2024-10-06,0.529571423116506
2024-10-07,0.5331799843165047
2024-10-08,0.5298164990025274
2024-10-09,0.5304632864784646
2024-10-10,0.5241586802763855
2024-10-11,0.5296651744741632
2024-10-12,0.5383034205225485
2024-10-13,0.5395284850689778
2024-10-14,0.5316807964040682
2024-10-15,0.5476009966197044
2024-10-16,0.5409632993649031
2024-10-17,0.5479583804429464
2024-10-18,0.5437042949601256
2024-10-19,0.5465644502575023
2024-10-20,0.5443283945989427
2024-10-21,0.5465831979073458
2024-10-22,0.5445056512310072
2024-10-23,0.5335396650481757
2024-10-24,0.5258264655883778
2024-10-25,0.5320282424020402
2024-10-26,0.500895433917532
2024-10-27,0.5124799627206477
2024-10-28,0.51635641669338
2024-10-29,0.5191002715669417
2024-10-30,0.528517656350638
2024-10-31,0.5226520345867254
2024-11-01,0.5091122552105335
2024-11-02,0.5131424762844533
2024-11-03,0.5097643435439516
2024-11-04,0.5030000429314513
2024-11-05,0.5028741495746917
2024-11-06,0.5128033591125852
2024-11-07,0.5424824356184882
2024-11-08,0.5543554525216197
2024-11-09,0.5540941347726905
2024-11-10,0.5574298820177034
2024-11-11,0.5894389337521334
2024-11-12,0.6193846945256621
2024-11-13,0.7125696384831737
2024-11-14,0.6911785818007724
2024-11-15,0.7740480569596668
2024-11-16,0.8907551084456163
2024-11-17,1.1228963632747573
2024-11-18,1.0602237280952598
2024-11-19,1.1193660942144246
2024-11-20,1.1012126123074732
2024-11-21,1.107063129231089
2024-11-22,1.2323909552423495
2024-11-23,1.4608507832127549
2024-11-24,1.4647330527827664
2024-11-25,1.4316792853395408
2024-11-26,1.413864313999175
2024-11-27,1.3995450660087485
2024-11-28,1.4723732146032762
2024-11-29,1.5321753824792639
2024-11-30,1.8089606822663937
2024-12-01,1.9394127481300492
2024-12-02,2.286339588570724
2024-12-03,2.7088474745217135
2024-12-04,2.5319240970814882
2024-12-05,2.3476333135494314
2024-12-06,2.254523485462072
2024-12-07,2.4172260514832065
2024-12-08,2.5927269695998327
2024-12-09,2.6181421664576834
2024-12-10,2.2158470487122726
2024-12-11,2.353484807585262
2024-12-12,2.4008764282936887
2024-12-13,2.342883102571944
2024-12-14,2.420254114567228
2024-12-15,2.3977637797048517
2024-12-16,2.4558394900030756
2024-12-17,2.4936338652184777
2024-12-18,2.5561912510090092
2024-12-19,2.2976668809594236
2024-12-20,2.255279457563669
2024-12-21,2.273996883525255
2024-12-22,2.236596962769888
2024-12-23,2.1983060900755347
2024-12-24,2.2548840492056637
2024-12-25,2.3273593261078007
2024-12-26,2.2971897897775637
2024-12-27,2.154071423410433
2024-12-28,2.14158677198617
2024-12-29,2.180869510101245
2024-12-30,2.095671915727654
2024-12-31,2.056730467743344
2025-01-01,2.079333460354608
2025-01-02,2.315149796797427
2025-01-03,2.40463192614464
2025-01-04,2.4548598712183725
2025-01-05,2.4239342995923985
2025-01-06,2.403897929295378
2025-01-07,2.4191703139906173
2025-01-08,2.277173382256464
2025-01-09,2.3749601881392275
2025-01-10,2.2766790697699415
2025-01-11,2.34255697398572
2025-01-12,2.5750017025465097
2025-01-13,2.506265236852104
2025-01-14,2.521790688596697
2025-01-15,2.665683799958985
2025-01-16,3.1717669545860816
2025-01-17,3.2435591355149156
2025-01-18,3.3071606262102122
2025-01-19,3.2791397325625398
2025-01-20,2.9594983276278826
2025-01-21,3.0942466604471988
2025-01-22,3.17189708695212
2025-01-23,3.165211637985352
2025-01-24,3.1221750787983638
2025-01-25,3.1030936929352904
2025-01-26,3.1112088914665423
2025-01-27,3.0173114670832017
2025-01-28,3.050802421938607
2025-01-29,3.0611147556516607
2025-01-30,3.0691756838533526
2025-01-31,3.1319365812312867
2025-02-01,3.0378089439522897
2025-02-02,2.8808649918084224
2025-02-03,2.5701343337873217
2025-02-04,2.692671869551836
2025-02-05,2.5396358959727894
2025-02-06,2.382739358632423
2025-02-07,2.3220918869431886
2025-02-08,2.392435922501591
2025-02-09,2.4256391631678023
2025-02-10,2.3984218500627317
2025-02-11,2.4205102148292257
2025-02-12,2.415999707081464
2025-02-13,2.471858085297504
2025-02-14,2.5469915483007073
2025-02-15,2.7396888464817004
2025-02-16,2.761982091436805
2025-02-17,2.7251894289423855
2025-02-17,2.7120533539122955
